Ligand_name,Ligand_No,L_MK_PC_0,L_MK_PC_1,L_MK_PC_2,L_MK_PC_3,L_MK_PC_4,L_MK_PC_5,L_MK_PC_6,L_MK_PC_7,Substrate_name,Substrate_No,S_MK_PC_0,S_MK_PC_1,S_MK_PC_2,S_MK_PC_3,Yield
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,20
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,9
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,7
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,18
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,34
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,89
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,5
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,3
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,85
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,3
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,2
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,1
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,3
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,3
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,28
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,1
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,1
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,31
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,5
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,1
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,1
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,3
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,3
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,16
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,3
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,4
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,2
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,93
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,90
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,95
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,94
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,80
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,86
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,98
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,5
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,84
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,17
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,4
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,3
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,7
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,6
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,3
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,36
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,2
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,1
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,12
dppbz,L5,-1.2934495742610383,-1.6484729828402587,-0.8107092006463142,0.15292284224769545,0.5258018096654187,0.02617415786331375,0.25730803980780365,-0.22010527527017806,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,25
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,13
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,10
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,51
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,21
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,96
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,11
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,13
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,95
"2,2'-bis(diphenylphosphino)biphenyl",L6,-1.1416827377567094,-1.573815145941503,-1.2358621474469655,0.19667476591219885,0.8796782481962021,0.2534699682610798,0.3035374152943161,0.6420599328938176,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,3
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,31
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,6
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,4
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,17
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,14
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,73
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,5
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,7
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,36
"1,8-bis(diphenylphosphino)naphthalene",L7,-1.7198761211594589,-2.089819792718853,0.934125586371198,-1.3082583615222672,1.7423487706893288,0.8082514173268844,-0.5344856200977697,-1.6694219745254528,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
bis[2-(diphenylphosphino)phenyl]_ether,L8,2.9435527234353343,-0.7990902667746704,-1.165675212870085,0.821727006560907,-0.23880772417126594,-0.5468551602544861,-0.3468693105257247,-0.7779095231924332,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,99
bis[2-(diphenylphosphino)phenyl]_ether,L8,2.9435527234353343,-0.7990902667746704,-1.165675212870085,0.821727006560907,-0.23880772417126594,-0.5468551602544861,-0.3468693105257247,-0.7779095231924332,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,99
bis[2-(diphenylphosphino)phenyl]_ether,L8,2.9435527234353343,-0.7990902667746704,-1.165675212870085,0.821727006560907,-0.23880772417126594,-0.5468551602544861,-0.3468693105257247,-0.7779095231924332,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,85
bis[2-(diphenylphosphino)phenyl]_ether,L8,2.9435527234353343,-0.7990902667746704,-1.165675212870085,0.821727006560907,-0.23880772417126594,-0.5468551602544861,-0.3468693105257247,-0.7779095231924332,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,99
bis[2-(diphenylphosphino)phenyl]_ether,L8,2.9435527234353343,-0.7990902667746704,-1.165675212870085,0.821727006560907,-0.23880772417126594,-0.5468551602544861,-0.3468693105257247,-0.7779095231924332,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,86
